timestamp,update_id,loss,policy_loss,value_loss,entropy,kl,clip_frac,alpha,q1_loss,q2_loss,gamma,lam,lr
2026-05-09 17:51:31,52500,-8.260520935058594,-3.495593786239624,2.4948654174804688,2.0985589027404785,-7.259792327880859,0.23943012952804565,0.23943012952804565,1.2614727020263672,1.2333927154541016,0.995,0.0,3e-05
2026-05-09 17:51:39,53000,-10.750886917114258,-3.5814766883850098,0.016370533034205437,2.06465220451355,-7.1857805252075195,0.2393137812614441,0.2393137812614441,0.007900072261691093,0.008470460772514343,0.995,0.0,3e-05
2026-05-09 17:51:46,53500,-10.833535194396973,-3.6135759353637695,0.013882707804441452,2.0347445011138916,-7.233841896057129,0.23920513689517975,0.23920513689517975,0.0070716384798288345,0.0068110693246126175,0.995,0.0,3e-05
2026-05-09 17:51:53,54000,-10.846050262451172,-3.679044246673584,0.01147686131298542,2.0896191596984863,-7.178483009338379,0.23908928036689758,0.23908928036689758,0.005757818929851055,0.005719042383134365,0.995,0.0,3e-05
2026-05-09 17:52:00,54500,-10.791264533996582,-3.598616600036621,0.015043459832668304,2.072819709777832,-7.207691669464111,0.2389734387397766,0.2389734387397766,0.007142303977161646,0.007901155389845371,0.995,0.0,3e-05
2026-05-09 17:52:07,55000,-10.8406982421875,-3.6640570163726807,0.01380901038646698,2.0520212650299072,-7.1904497146606445,0.23886463046073914,0.23886463046073914,0.0066926609724760056,0.007116349879652262,0.995,0.0,3e-05
2026-05-09 17:52:14,55500,-10.896614074707031,-3.7348709106445312,0.01262496504932642,2.052884817123413,-7.174367904663086,0.2387489378452301,0.2387489378452301,0.0067785801365971565,0.005846384912729263,0.995,0.0,3e-05
2026-05-09 17:52:22,56000,-9.668569564819336,-3.67793607711792,1.1849355697631836,2.083622694015503,-7.175569534301758,0.2386331558227539,0.2386331558227539,0.5842370986938477,0.6006984710693359,0.995,0.0,3e-05
2026-05-09 17:52:29,56500,-11.030047416687012,-3.7486860752105713,0.013959875330328941,2.051971197128296,-7.295321464538574,0.23852480947971344,0.23852480947971344,0.006648568902164698,0.007311306893825531,0.995,0.0,3e-05
2026-05-09 17:52:36,57000,-10.975610733032227,-3.7911741733551025,0.009342397563159466,2.0673294067382812,-7.193778991699219,0.23840917646884918,0.23840917646884918,0.004527734592556953,0.004814662970602512,0.995,0.0,3e-05
2026-05-09 17:52:43,57500,-11.010316848754883,-3.8549094200134277,0.013582920655608177,2.0681686401367188,-7.168990135192871,0.23830093443393707,0.23830093443393707,0.0065163057297468185,0.007066614925861359,0.995,0.0,3e-05
